Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
44,No,Travel_Rarely,Research & Development,3,Master,1,671,Very High,Male,High,Manager,Very High,19513,9358,4,12,Excellent,Low,26,Best,2,2,0,1
22,No,Travel_Rarely,Research & Development,6,Below College,1,675,Low,Male,High,Research Scientist,High,2773,12145,0,20,Outstanding,Very High,3,Better,2,2,2,2
33,No,Travel_Rarely,Sales,8,Master,1,677,High,Male,High,Sales Executive,High,7104,20431,0,12,Excellent,Very High,6,Better,5,0,1,2
32,No,Travel_Rarely,Research & Development,9,Master,1,679,Low,Female,High,Research Scientist,Very High,6322,18089,1,12,Excellent,Very High,6,Good,6,4,0,5
30,No,Travel_Frequently,Research & Development,3,Bachelor,1,680,High,Female,High,Research Scientist,High,2083,22653,1,20,Outstanding,High,1,Better,1,0,0,0
53,No,Travel_Rarely,Sales,1,Below College,1,682,Very High,Female,High,Sales Executive,Low,8381,7507,7,20,Outstanding,Very High,18,Best,14,7,8,10
34,No,Travel_Rarely,Research & Development,1,Doctor,1,683,Medium,Male,High,Research Scientist,Very High,2691,7660,1,12,Excellent,Very High,10,Good,10,9,8,8
45,Yes,Travel_Frequently,Sales,26,Master,1,684,Low,Female,High,Sales Executive,Low,4286,5630,2,14,Excellent,Very High,5,Better,1,1,0,0
26,No,Travel_Rarely,Research & Development,6,Bachelor,1,686,High,Female,High,Laboratory Technician,Very High,2659,17759,1,13,Excellent,High,3,Better,3,2,0,2
37,No,Travel_Rarely,Research & Development,3,Bachelor,1,689,High,Male,High,Manufacturing Director,High,9434,9606,1,15,Excellent,High,10,Better,10,7,7,8
29,No,Travel_Rarely,Sales,3,College,1,690,Medium,Female,High,Sales Executive,High,5561,3487,1,14,Excellent,Low,6,Good,6,0,1,2
35,No,Travel_Rarely,Research & Development,6,Master,1,691,Medium,Male,Low,Research Scientist,Very High,6646,19368,1,13,Excellent,Medium,17,Better,17,11,11,8
33,No,Travel_Frequently,Research & Development,6,Bachelor,1,692,High,Male,High,Healthcare Representative,Very High,7725,5335,3,23,Outstanding,High,15,Bad,13,11,4,7
54,No,Travel_Rarely,Human Resources,19,Master,1,698,High,Male,High,Human Resources,Medium,10725,6729,2,15,Excellent,High,16,Best,9,7,7,1
36,No,Travel_Rarely,Research & Development,9,College,1,699,Medium,Male,Medium,Manufacturing Director,Medium,8847,13934,2,11,Excellent,High,13,Better,3,2,0,2
27,No,Travel_Rarely,Research & Development,3,Master,1,700,Low,Male,Medium,Research Scientist,Very High,2045,15174,0,13,Excellent,Very High,5,Better,4,2,1,1
20,Yes,Travel_Rarely,Research & Development,10,Below College,1,701,Very High,Male,High,Research Scientist,High,1009,26999,1,11,Excellent,Very High,1,Better,1,0,1,1
33,Yes,Travel_Frequently,Research & Development,3,Bachelor,1,702,Low,Male,High,Research Scientist,Low,3348,3164,1,11,Excellent,Low,10,Better,10,8,9,7
35,No,Non-Travel,Research & Development,3,Bachelor,1,704,High,Male,Medium,Laboratory Technician,High,1281,16900,1,18,Excellent,High,1,Better,1,0,0,0
23,No,Travel_Rarely,Research & Development,4,Bachelor,1,705,Low,Male,Very High,Research Scientist,Low,2819,8544,2,16,Excellent,Low,5,Best,3,2,0,2
25,No,Travel_Rarely,Sales,8,Bachelor,1,707,Very High,Male,Very High,Sales Executive,Medium,4851,15678,0,22,Outstanding,High,4,Better,3,2,1,2
38,No,Travel_Rarely,Sales,7,Master,1,709,Very High,Female,Medium,Sales Executive,Very High,4028,7791,0,20,Outstanding,Low,8,Better,7,7,0,5
29,No,Travel_Frequently,Research & Development,1,Master,1,710,Medium,Male,Low,Research Scientist,Very High,2720,18959,1,18,Excellent,Very High,10,Better,10,7,2,8
48,No,Travel_Rarely,Sales,2,Below College,1,712,Medium,Male,Very High,Sales Executive,Medium,8120,18597,3,12,Excellent,Very High,12,Better,2,2,2,2
27,No,Travel_Frequently,Sales,3,Below College,1,714,Very High,Female,Very High,Sales Executive,Very High,4647,16673,1,20,Outstanding,Medium,6,Better,6,5,0,4
37,No,Travel_Rarely,Research & Development,10,College,1,715,Very High,Male,Very High,Research Scientist,Very High,4680,15232,3,17,Excellent,Low,4,Better,1,0,0,0
50,No,Travel_Rarely,Research & Development,28,Below College,1,716,Very High,Male,Very High,Laboratory Technician,High,3221,3297,1,11,Excellent,High,20,Better,20,8,3,8
34,No,Travel_Rarely,Research & Development,9,Bachelor,1,717,Very High,Female,Medium,Healthcare Representative,Medium,8621,17654,1,14,Excellent,Medium,9,Best,8,7,7,7
24,Yes,Travel_Rarely,Sales,3,College,1,720,Low,Female,High,Sales Executive,High,4577,24785,9,14,Excellent,Low,4,Better,2,2,2,0
39,No,Travel_Rarely,Research & Development,2,Master,1,721,Very High,Female,Medium,Healthcare Representative,High,4553,20978,1,11,Excellent,Low,20,Better,20,7,11,10
32,No,Travel_Rarely,Sales,10,Bachelor,1,722,Very High,Male,High,Sales Executive,Very High,5396,21703,1,12,Excellent,Very High,10,Good,10,7,0,8
50,Yes,Travel_Frequently,Sales,8,College,1,723,Medium,Male,High,Sales Executive,High,6796,23452,3,14,Excellent,Low,18,Better,4,3,1,3
38,No,Travel_Rarely,Research & Development,1,Master,1,724,Medium,Female,Very High,Healthcare Representative,Very High,7625,19383,0,13,Excellent,High,10,Good,9,7,1,8
27,No,Travel_Rarely,Research & Development,1,College,1,725,High,Female,High,Manufacturing Director,Low,7412,6009,1,11,Excellent,Very High,9,Better,9,7,0,7
32,No,Travel_Rarely,Research & Development,3,College,1,727,High,Female,High,Research Director,Very High,11159,19373,3,15,Excellent,Very High,10,Better,7,7,7,7
47,No,Travel_Rarely,Sales,14,Master,1,728,Very High,Male,High,Sales Executive,Low,4960,11825,2,12,Excellent,Very High,20,Better,7,7,1,7
40,No,Travel_Frequently,Sales,5,Master,1,729,Very High,Male,Medium,Sales Executive,Low,10475,23772,5,21,Outstanding,High,20,Better,18,13,1,12
53,No,Travel_Rarely,Research & Development,7,Bachelor,1,730,High,Male,Very High,Research Director,High,14814,13514,3,19,Excellent,High,32,Better,5,1,1,3
41,No,Travel_Rarely,Human Resources,10,Master,1,731,Medium,Male,Medium,Manager,Very High,19141,8861,3,15,Excellent,Medium,23,Good,21,6,12,6
60,No,Travel_Rarely,Sales,16,Master,1,732,Low,Male,High,Sales Executive,Low,5405,11924,8,14,Excellent,Very High,10,Better,2,2,2,2
27,No,Travel_Frequently,Research & Development,10,College,1,733,Very High,Male,High,Manufacturing Director,Low,8793,4809,1,21,Outstanding,High,9,Good,9,7,1,7
41,No,Travel_Rarely,Human Resources,1,Bachelor,1,734,Very High,Male,Medium,Manager,High,19189,19562,1,12,Excellent,Medium,22,Better,22,7,2,10
50,No,Travel_Rarely,Sales,8,Master,1,738,Very High,Male,High,Sales Representative,Medium,3875,9983,7,15,Excellent,Very High,4,Better,2,2,2,2
28,Yes,Travel_Rarely,Research & Development,1,College,1,741,Low,Female,Low,Research Scientist,Medium,2216,3872,7,13,Excellent,Very High,10,Better,7,7,3,7
36,No,Non-Travel,Research & Development,8,Bachelor,1,742,Low,Female,Very High,Research Director,Low,11713,20335,9,14,Excellent,Low,10,Better,8,7,0,5
38,No,Travel_Rarely,Research & Development,1,Bachelor,1,743,High,Female,High,Manufacturing Director,High,7861,15397,4,14,Excellent,Very High,10,Best,1,0,0,0
44,No,Non-Travel,Research & Development,24,Bachelor,1,744,Low,Male,Low,Laboratory Technician,High,3708,2104,2,14,Excellent,High,9,Better,5,2,1,4
47,No,Travel_Frequently,Sales,3,Bachelor,1,746,Very High,Female,High,Sales Executive,High,13770,10225,9,12,Excellent,Very High,28,Good,22,2,11,13
30,No,Travel_Rarely,Sales,27,Doctor,1,747,High,Male,High,Sales Executive,Very High,5304,25275,7,23,Outstanding,Very High,10,Good,8,7,7,7
29,No,Travel_Rarely,Sales,10,Bachelor,1,749,High,Male,High,Sales Representative,High,2642,2755,1,11,Excellent,High,1,Better,1,0,0,0
42,Yes,Travel_Frequently,Research & Development,19,Bachelor,1,752,High,Male,Very High,Research Scientist,High,2759,20366,6,12,Excellent,Very High,7,Better,2,2,2,2
43,No,Travel_Frequently,Sales,15,Bachelor,1,754,Very High,Male,Medium,Sales Executive,Very High,6804,23683,3,18,Excellent,High,7,Better,2,2,2,2
34,No,Travel_Rarely,Research & Development,8,College,1,757,Medium,Female,High,Healthcare Representative,High,6142,7360,3,11,Excellent,Very High,10,Better,5,1,4,3
23,No,Travel_Rarely,Research & Development,9,Below College,1,758,Medium,Male,High,Laboratory Technician,Low,2500,4344,1,14,Excellent,Very High,5,Best,4,3,0,2
39,No,Travel_Rarely,Human Resources,3,Bachelor,1,760,High,Female,Very High,Human Resources,Medium,6389,18767,9,15,Excellent,High,12,Bad,8,3,3,6
56,No,Travel_Rarely,Research & Development,9,Bachelor,1,762,High,Male,High,Healthcare Representative,Very High,11103,20420,7,11,Excellent,High,30,Good,10,7,1,1
40,No,Travel_Rarely,Research & Development,2,Below College,1,763,Very High,Female,Medium,Research Scientist,Very High,2342,22929,0,20,Outstanding,Very High,5,Good,4,2,2,3
27,No,Travel_Rarely,Research & Development,7,Bachelor,1,764,Very High,Female,Medium,Healthcare Representative,Low,6811,23398,8,19,Excellent,Low,9,Bad,7,6,0,7
29,No,Travel_Rarely,Sales,10,Bachelor,1,766,Very High,Male,High,Sales Representative,Medium,2297,17967,1,14,Excellent,Very High,2,Better,2,2,2,2
53,No,Travel_Rarely,Research & Development,6,Bachelor,1,769,Very High,Male,High,Laboratory Technician,Very High,2450,10919,2,17,Excellent,Very High,19,Better,2,2,2,2
35,No,Non-Travel,Research & Development,2,Master,1,771,Very High,Female,High,Healthcare Representative,Low,5093,4761,2,11,Excellent,Low,16,Best,1,0,0,0
32,No,Travel_Frequently,Research & Development,24,Master,1,772,Low,Male,High,Laboratory Technician,Very High,5309,21146,1,15,Excellent,Very High,10,Better,10,8,4,7
38,No,Travel_Rarely,Research & Development,2,Doctor,1,773,Very High,Male,High,Research Scientist,High,3057,20471,6,13,Excellent,Medium,6,Bad,1,0,0,1
34,No,Travel_Rarely,Research & Development,8,Doctor,1,775,Medium,Female,High,Manufacturing Director,Low,5121,4187,3,14,Excellent,High,7,Better,0,0,0,0
52,No,Travel_Rarely,Sales,3,Master,1,776,High,Male,Medium,Manager,Low,16856,10084,1,11,Excellent,Low,34,Best,34,6,1,16
33,Yes,Travel_Rarely,Research & Development,1,Master,1,780,Very High,Male,High,Research Scientist,Very High,2686,5207,1,13,Excellent,High,10,Good,10,9,7,8
25,No,Travel_Rarely,Sales,26,Below College,1,781,High,Female,High,Sales Executive,Very High,6180,22807,1,23,Outstanding,Medium,6,Good,6,5,1,4
45,No,Travel_Rarely,Sales,2,College,1,783,Medium,Male,Low,Sales Representative,High,6632,12388,0,13,Excellent,Low,9,Better,8,7,3,1
23,No,Travel_Rarely,Research & Development,10,Below College,1,784,Low,Male,Very High,Research Scientist,High,3505,19630,1,18,Excellent,Very High,2,Better,2,2,0,2
47,Yes,Travel_Frequently,Sales,27,College,1,785,Medium,Female,Very High,Sales Executive,High,6397,10339,4,12,Excellent,Very High,8,Better,5,4,1,3
34,No,Travel_Rarely,Sales,2,Bachelor,1,786,Very High,Male,High,Sales Executive,Very High,6274,18686,1,22,Outstanding,High,6,Better,6,5,1,4
55,Yes,Travel_Rarely,Research & Development,2,Bachelor,1,787,Very High,Male,High,Manager,Low,19859,21199,5,13,Excellent,Very High,24,Better,5,2,1,4
36,No,Non-Travel,Sales,8,Master,1,789,Low,Male,Medium,Sales Executive,Low,7587,14229,1,15,Excellent,Medium,10,Better,10,7,0,9
52,No,Non-Travel,Research & Development,19,Master,1,791,Very High,Male,High,Research Scientist,Very High,4258,26589,0,18,Excellent,Low,5,Better,4,3,1,2
26,No,Travel_Frequently,Research & Development,1,College,1,792,Low,Female,Low,Laboratory Technician,Very High,4364,5288,3,14,Excellent,Low,5,Better,2,2,2,0
29,No,Travel_Rarely,Research & Development,27,Bachelor,1,793,Medium,Female,High,Healthcare Representative,High,4335,25549,4,12,Excellent,Low,11,Good,8,7,1,1
26,Yes,Travel_Rarely,Sales,8,Bachelor,1,796,Very High,Male,Medium,Sales Executive,Low,5326,3064,6,17,Excellent,High,6,Good,4,3,1,2
34,No,Travel_Rarely,Research & Development,1,Master,1,797,Medium,Female,Very High,Research Scientist,Very High,3280,13551,2,16,Excellent,High,10,Better,4,2,1,3
54,No,Travel_Rarely,Research & Development,19,Master,1,799,Very High,Female,High,Manufacturing Director,Low,5485,22670,9,11,Excellent,Medium,9,Better,5,3,1,4
27,No,Travel_Frequently,Sales,8,Below College,1,800,High,Male,High,Sales Executive,Very High,4342,24008,0,19,Excellent,Medium,5,Better,4,2,1,1
37,No,Travel_Rarely,Research & Development,10,Below College,1,802,Very High,Female,High,Research Scientist,Low,2782,19905,0,13,Excellent,Medium,6,Good,5,3,4,3
38,No,Travel_Frequently,Research & Development,2,Master,1,803,Low,Female,Very High,Manufacturing Director,Low,5980,26085,6,12,Excellent,Very High,17,Better,15,7,4,12
34,No,Travel_Rarely,Research & Development,2,Master,1,804,High,Female,Medium,Research Scientist,Low,4381,7530,1,11,Excellent,High,6,Better,6,5,1,3
35,No,Travel_Rarely,Sales,8,Master,1,805,Low,Female,High,Sales Representative,Very High,2572,20317,1,16,Excellent,Medium,3,Good,3,2,0,2
30,No,Travel_Rarely,Research & Development,1,Bachelor,1,806,Very High,Male,Low,Laboratory Technician,High,3833,24375,3,21,Outstanding,High,7,Better,2,2,0,2
40,No,Travel_Frequently,Research & Development,2,College,1,807,High,Female,Very High,Healthcare Representative,Medium,4244,9931,1,24,Outstanding,Very High,8,Better,8,7,3,7
34,No,Travel_Rarely,Sales,8,College,1,808,High,Female,High,Sales Executive,Low,6500,13305,5,17,Excellent,Medium,6,Better,3,2,1,2
42,No,Travel_Frequently,Research & Development,8,Bachelor,1,809,Medium,Male,High,Manager,Very High,18430,16225,1,13,Excellent,Medium,24,Good,24,7,14,9
23,Yes,Travel_Rarely,Research & Development,6,Bachelor,1,811,High,Male,Very High,Laboratory Technician,Low,1601,3445,1,21,Outstanding,High,1,Better,0,0,0,0
24,No,Non-Travel,Research & Development,9,Bachelor,1,812,High,Male,Medium,Laboratory Technician,Medium,2694,26551,1,11,Excellent,High,1,Better,1,0,0,0
52,No,Travel_Rarely,Research & Development,11,Master,1,813,Very High,Female,High,Laboratory Technician,High,3149,21821,8,20,Outstanding,Medium,9,Better,5,2,1,4
50,No,Travel_Rarely,Research & Development,2,Bachelor,1,815,High,Male,High,Research Director,High,17639,6881,5,16,Excellent,Very High,30,Better,4,3,0,3
29,Yes,Travel_Rarely,Research & Development,1,College,1,816,Medium,Female,Medium,Laboratory Technician,Low,2319,6689,1,11,Excellent,Very High,1,Better,1,0,0,0
33,No,Travel_Rarely,Research & Development,7,Bachelor,1,817,High,Male,High,Research Director,High,11691,25995,0,11,Excellent,Very High,14,Best,13,9,3,7
33,Yes,Travel_Rarely,Sales,16,Bachelor,1,819,Low,Female,High,Sales Executive,Low,5324,26507,5,15,Excellent,High,6,Better,3,2,0,2
47,No,Travel_Rarely,Research & Development,2,College,1,820,High,Female,High,Manager,Very High,16752,12982,1,11,Excellent,High,26,Good,26,14,3,0
36,No,Travel_Rarely,Research & Development,1,Bachelor,1,823,High,Female,High,Manufacturing Director,Medium,5228,23361,0,15,Excellent,Low,10,Better,9,7,0,5
29,No,Travel_Rarely,Research & Development,23,College,1,824,High,Male,Very High,Research Scientist,High,2700,23779,1,24,Outstanding,High,10,Better,10,7,0,7
58,Yes,Travel_Rarely,Research & Development,2,Master,1,825,Very High,Male,High,Research Director,Medium,19246,25761,7,12,Excellent,Very High,40,Better,31,15,13,8
35,No,Travel_Rarely,Research & Development,1,Master,1,826,Very High,Female,Very High,Research Scientist,High,2506,13301,3,13,Excellent,High,7,Better,2,2,2,2
42,No,Travel_Rarely,Research & Development,1,College,1,827,Very High,Female,Medium,Manufacturing Director,Very High,6062,4051,9,13,Excellent,Very High,8,Better,4,3,0,2
28,Yes,Travel_Rarely,Research & Development,2,Master,1,828,High,Male,High,Research Scientist,High,4382,16374,6,17,Excellent,Very High,5,Good,2,2,2,1
36,No,Travel_Rarely,Human Resources,13,Bachelor,1,829,High,Male,High,Human Resources,Medium,2143,25527,4,13,Excellent,Medium,8,Better,5,2,0,4
32,No,Travel_Rarely,Research & Development,4,Bachelor,1,830,High,Female,Medium,Manufacturing Director,High,6162,19124,1,12,Excellent,High,14,Better,14,13,6,8
40,No,Travel_Frequently,Research & Development,16,Master,1,832,Low,Male,Medium,Laboratory Technician,High,5094,11983,6,14,Excellent,Very High,10,Better,1,0,0,0
30,No,Travel_Rarely,Research & Development,2,Bachelor,1,833,High,Female,Medium,Manufacturing Director,Very High,6877,20234,5,24,Outstanding,Medium,12,Good,0,0,0,0
45,No,Travel_Rarely,Research & Development,2,Bachelor,1,834,Medium,Female,Medium,Research Scientist,High,2274,6153,1,14,Excellent,Very High,1,Better,1,0,0,0
42,No,Travel_Rarely,Research & Development,29,Bachelor,1,836,Medium,Male,High,Manufacturing Director,Medium,4434,11806,1,13,Excellent,Very High,10,Good,9,8,7,8
38,No,Travel_Frequently,Research & Development,12,Bachelor,1,837,Low,Male,Medium,Healthcare Representative,Low,6288,4284,2,15,Excellent,High,13,Good,4,3,1,2
34,No,Travel_Frequently,Research & Development,16,Master,1,838,High,Female,Medium,Research Scientist,Very High,2553,8306,1,16,Excellent,High,6,Better,5,2,1,3
49,Yes,Travel_Rarely,Sales,11,Bachelor,1,840,High,Female,High,Sales Executive,Very High,7654,5860,1,18,Excellent,Low,9,Best,9,8,7,7
55,Yes,Travel_Rarely,Sales,2,Below College,1,842,High,Male,High,Sales Executive,Very High,5160,21519,4,16,Excellent,High,12,Good,9,7,7,3
43,No,Travel_Rarely,Research & Development,14,College,1,843,Medium,Male,High,Research Director,Low,17159,5200,6,24,Outstanding,High,22,Better,4,1,1,0
27,No,Travel_Rarely,Research & Development,5,Below College,1,844,High,Male,Medium,Research Director,Very High,12808,8842,1,16,Excellent,Medium,9,Better,9,8,0,8
35,No,Travel_Rarely,Research & Development,7,Bachelor,1,845,High,Male,High,Manufacturing Director,High,10221,18869,3,21,Outstanding,Medium,17,Best,8,5,1,6
28,No,Travel_Rarely,Sales,2,Master,1,846,Medium,Female,High,Sales Executive,Medium,4779,3698,1,20,Outstanding,Low,8,Better,8,7,7,5
34,No,Travel_Rarely,Human Resources,3,College,1,847,High,Male,High,Human Resources,Very High,3737,2243,0,19,Excellent,High,4,Bad,3,2,0,2
26,Yes,Travel_Frequently,Research & Development,5,College,1,848,High,Female,Medium,Research Scientist,High,2366,20898,1,14,Excellent,Low,8,Better,8,7,1,7
27,No,Non-Travel,Research & Development,3,Bachelor,1,850,Very High,Male,High,Research Scientist,Very High,1706,16571,1,11,Excellent,High,0,Good,0,0,0,0
51,No,Travel_Rarely,Sales,26,Master,1,851,Low,Female,High,Manager,High,16307,5594,2,14,Excellent,High,29,Good,20,6,4,17
44,No,Travel_Rarely,Research & Development,4,Bachelor,1,852,Very High,Male,High,Healthcare Representative,Medium,5933,5197,9,12,Excellent,Very High,10,Good,5,2,2,3
25,No,Travel_Rarely,Research & Development,2,Below College,1,854,Low,Male,Very High,Research Scientist,Low,3424,21632,7,13,Excellent,High,6,Good,4,3,0,1
33,No,Travel_Rarely,Sales,1,Bachelor,1,855,Low,Male,Very High,Sales Executive,Low,4037,21816,1,22,Outstanding,Low,9,Better,9,8,0,8
35,No,Travel_Rarely,Research & Development,27,Below College,1,856,High,Female,Medium,Research Scientist,Low,2559,17852,1,11,Excellent,Very High,6,Good,6,5,1,1
36,No,Travel_Rarely,Sales,1,College,1,857,Medium,Male,High,Sales Executive,Very High,6201,2823,1,14,Excellent,Very High,18,Good,18,14,4,11
32,No,Travel_Rarely,Sales,13,Master,1,859,Medium,Male,High,Sales Executive,Very High,4403,9250,2,11,Excellent,High,8,Good,5,2,0,3
30,No,Travel_Frequently,Research & Development,5,Master,1,861,Medium,Male,Medium,Research Scientist,Very High,3761,2373,9,12,Excellent,Medium,10,Good,5,4,0,3
53,No,Travel_Rarely,Sales,7,College,1,862,Low,Female,Medium,Sales Executive,Very High,10934,20715,7,18,Excellent,Very High,35,Better,5,2,0,4
45,No,Travel_Rarely,Sales,9,Bachelor,1,864,Very High,Male,High,Sales Executive,Low,10761,19239,4,12,Excellent,High,18,Better,5,4,0,2
